Spotify Rank,song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7431,We Gonna Make It,Jadakiss,0.6332,0.8537,0.8192,0.1265,0.0290,0.0000,0.3180,0.3577,0.5944
7432,"Kick, Push",Lupe Fiasco,0.6413,0.8697,0.8158,0.3666,0.0050,0.1204,0.2862,0.6301,0.3093
7433,Swag Surfin',F.L.Y. (Fast Life Yungstaz),0.7406,0.7254,0.8316,0.2646,0.0043,0.0000,0.0458,0.3567,0.6189
7436,Still D.R.E. - Album Version (Edited),Dr. Dre,0.7781,0.8787,0.7938,0.1371,0.0319,0.0000,0.1683,0.6230,0.5779
7437,Sleep Walkin,Mozzy,0.4742,0.9629,0.8785,0.4516,0.0288,0.1404,0.3590,0.0771,0.7019
7440,The Ways (with Swae Lee),Khalid,0.7112,0.7886,0.9247,0.2667,0.1205,0.0000,0.1642,0.6555,0.6764
7442,Tell Me When To Go (feat. Keak Da Sneak),E-40,0.7416,0.9930,0.8810,0.1063,0.1165,0.0059,0.0470,0.6748,0.6188
7447,Who Want The Smoke?,Lil Yachty,0.8004,0.7795,0.8952,0.0442,0.0040,0.0002,0.1519,0.2317,0.6195
7450,WORKIN ME,Quavo,0.6383,0.8517,0.8465,0.3390,0.0044,0.0219,0.0851,0.5823,0.6192
7459,I Love,Joyner Lucas,0.6028,0.8276,0.9122,0.1424,0.0542,0.0000,0.1150,0.3984,0.5989
7461,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,0.7477,0.9890,0.9280,0.3475,0.0749,0.0000,0.4606,0.4085,0.6191
7466,Shake It Up,Trippie Redd,0.8105,0.7064,0.8087,0.3475,0.1988,0.0000,0.1098,0.4004,0.6023
7467,Where The Bag At,City Girls,0.5846,0.9709,0.8812,0.0563,0.0018,0.0258,0.2298,0.1697,0.5984
7468,LLC,Nicki Minaj,0.7427,0.7856,0.9001,0.2657,0.0039,0.3180,0.0515,0.5478,0.6192
7469,NO BYSTANDERS,Travis Scott,0.6089,0.9739,0.8936,0.4134,0.0009,0.0020,0.9180,0.1392,0.6193
7471,Uproar,Lil Wayne,0.7629,0.9058,0.8787,0.2540,0.1275,0.0000,0.2647,0.5945,0.5244
7473,Fall,DaVido,0.9331,0.5861,0.7682,0.4315,0.2651,0.0000,0.1109,0.6677,0.3963
7477,Money Set (feat. Young Thug),Shy Glizzy,0.8034,0.7615,0.8378,0.0473,0.0139,0.0037,0.0986,0.2795,0.5984
7478,2 Tone Drip,YBN Almighty Jay,0.6190,0.5431,0.8297,0.0714,0.3303,0.0000,0.2770,0.5701,0.7216
7479,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",Famous Dex,0.6373,0.6573,0.8157,0.2306,0.0447,0.0000,0.4636,0.4756,0.3300
7480,Uh Uh,Blac Youngsta,0.6130,0.3346,0.7008,0.3284,0.7068,0.0076,0.1191,0.4624,0.5853
7481,SWISH,Tyga,0.7730,0.7084,0.8047,0.1424,0.0703,0.0106,0.1221,0.7439,0.6604
7482,Drop Top Benz,Lil Gnar,0.7143,0.8166,0.7861,0.3401,0.0808,0.0000,0.4770,0.9441,0.3888
7483,Narcos,Migos,0.7872,0.6242,0.8345,0.0724,0.2550,0.0000,0.0868,0.3720,0.5988
7484,APESHIT,The Carters,0.8045,0.4479,0.8425,0.0573,0.5934,0.0000,0.1006,0.5976,0.4954
7487,1am,Meek Mill,0.7467,0.7705,0.7686,0.5420,0.3695,0.0000,0.3026,0.4380,0.6535
7489,Freestyle,Lil Baby,0.8804,0.5601,0.7726,0.1456,0.0324,0.0000,0.2134,0.3984,0.6104
7491,LAMB TALK,Quavo,0.7457,0.4950,0.7466,0.0471,0.0087,0.2999,0.2021,0.6890,0.4993
7492,2 Seater (feat. Quavo & 21 Savage),DJ Holiday,0.7356,0.6813,0.8184,0.0814,0.0349,0.0000,0.0791,0.3161,0.5944
7494,Head On (feat. Kevin Gates),YoungBoy Never Broke Again,0.9068,0.8397,0.8489,0.2412,0.2179,0.0000,0.2339,0.7683,0.6188
7496,STARGAZING,Travis Scott,0.9240,0.8367,0.7720,0.2455,0.0763,0.0000,0.0180,0.7358,0.4610
7497,Real Rich (feat. Gucci Mane),Wiz Khalifa,0.9686,0.7204,0.6268,0.1456,0.0008,0.0000,0.0500,0.9766,0.5277
7500,Nephew (feat. Lil Pump),Smokepurpp,0.7771,0.7765,0.7398,0.1530,0.0144,0.0000,0.3231,0.6179,0.4609
7501,Ned Flanders (feat. A$AP Ferg),MadeinTYO,0.9382,0.8517,0.8260,0.0964,0.0966,0.0002,0.1047,0.8516,0.4851
7502,Lil Bebe,DaniLeigh,0.8024,0.5030,0.7536,0.2933,0.0199,0.0000,0.3447,0.6738,0.3625
7503,Yes Indeed,Lil Baby,0.9301,0.4168,0.6447,0.1573,0.1034,0.0000,0.3129,0.7724,0.4234
7504,Kept Back (feat. Lil Pump),Gucci Mane,0.9037,0.5020,0.5421,0.2423,0.0004,0.0012,0.0461,0.3872,0.4079
7505,WIFI LIT,Future,0.8450,0.8787,0.7257,0.1594,0.0463,0.0000,0.3314,0.4248,0.4244
7507,Millidelphia (feat. Swizz Beatz),Meek Mill,0.9534,0.6964,0.6665,0.1860,0.0005,0.0000,0.0517,0.8669,0.5179
7508,Mob Ties,Drake,0.6099,0.7264,0.7393,0.2635,0.0031,0.0000,0.0277,0.7043,0.4035
7509,Shoot,Desiigner,0.9210,0.7184,0.7774,0.1360,0.0520,0.0000,0.2955,0.9096,0.4665
7510,Powerglide (feat. Juicy J),Rae Sremmurd,0.8896,0.9519,0.8349,0.0733,0.0318,0.5456,0.0518,0.6169,0.4595
7511,WIN,Jay Rock,0.8146,0.7825,0.8065,0.0644,0.0030,0.0875,0.6677,0.3516,0.4820
7512,Poke It Out (with Nicki Minaj),Playboi Carti,0.8227,0.7104,0.7404,0.1403,0.0027,0.0493,0.3231,0.2856,0.4053
7516,Neat,Q Money,0.8744,0.6763,0.7142,0.1860,0.2008,0.0007,0.0841,0.5467,0.4582
7517,Pull Up (feat. NAV),A Boogie Wit da Hoodie,0.9068,0.5220,0.6419,0.1413,0.0054,0.3480,0.1139,0.2734,0.4064
7518,All Of A Sudden,Lil Baby,0.6140,0.8687,0.6263,0.1881,0.2249,0.0010,0.6985,0.2846,0.4079
7519,Kung Fu,YBN Cordae,0.7974,0.6864,0.6152,0.3539,0.0117,0.0000,0.7036,0.6687,0.4118
7520,Fr Fr (feat. Lil Skies),Wiz Khalifa,0.8936,0.8146,0.8315,0.4506,0.0894,0.0000,0.1529,0.8679,0.4114
7521,31 DAYS,Future,0.9189,0.4418,0.5664,0.4474,0.0218,0.0000,0.0530,0.7957,0.3992
7522,Drug Addicts,Lil Pump,0.8338,0.7455,0.7962,0.2625,0.0028,0.0003,0.3201,0.5894,0.3793
7523,Nice For What,Drake,0.8328,0.4469,0.7170,0.4761,0.0174,0.0000,0.0548,0.5650,0.7422
7525,Icey,Melii,0.8065,0.7014,0.6917,0.3358,0.1787,0.0002,0.1498,0.4827,0.4213
7526,Walk It Talk It,Migos,0.8926,0.6362,0.6233,0.1658,0.0258,0.0003,0.2011,0.6260,0.4493
7527,Look Alive (feat. Drake),BlocBoy JB,0.8896,0.8357,0.5547,0.1318,0.0406,0.0000,0.3519,0.7388,0.3879
7528,Wow Freestyle (feat. Kendrick Lamar),Jay Rock,0.9027,0.3186,0.5618,0.3539,0.0937,0.0001,0.0383,0.6982,0.3823
7529,GHOST,Jaden Smith,0.7214,0.8958,0.8563,0.2699,0.1817,0.0000,0.0996,0.7388,0.3976
7530,Drug Dealer,Cuban Doll,0.8582,0.9208,0.7808,0.3050,0.0906,0.0000,0.1180,0.5274,0.3860
7532,Boca Raton (with A$AP Ferg),Bas,0.9250,0.3507,0.6244,0.3762,0.0102,0.0000,0.4001,0.7388,0.3776
7536,Esskeetit,Lil Pump,0.8470,0.7284,0.6619,0.2487,0.0057,0.0008,0.0554,0.6087,0.4162
7537,Champion (feat. Travis Scott),NAV,0.8409,0.8176,0.7987,0.0818,0.0010,0.0007,0.1037,0.6321,0.4453
7539,Clout (feat. 21 Savage),Ty Dolla $ign,0.9564,0.8056,0.7234,0.3475,0.1827,0.0000,0.4688,0.8465,0.4704
7540,Stir Fry,Migos,0.8967,0.8337,0.7792,0.2200,0.0175,0.0001,0.0352,0.8191,0.4037
7541,Guatemala (feat. Slim Jxmmi) - From Swaecation,Rae Sremmurd,0.9595,0.6723,0.6183,0.3709,0.0665,0.0000,0.0467,0.7530,0.4521
7543,Birthday Sex,Jeremih,0.7761,0.9028,0.8031,0.1034,0.7570,0.0000,0.1765,0.9736,0.3957
7545,Miss Independent,Ne-Yo,0.8764,0.8206,0.7652,0.1626,0.0550,0.0015,0.0865,0.8821,0.4717
7546,Super Bass,Nicki Minaj,0.8511,0.7204,0.7238,0.1955,0.0005,0.0423,0.1057,0.3486,0.4060
7547,Run It!,Chris Brown,0.9068,0.6272,0.6275,0.1658,0.0195,0.0001,0.1057,0.6850,0.4255
7548,Dip It Low,Christina Milian,0.7893,0.6413,0.6825,0.1679,0.1345,0.0000,0.0740,0.8994,0.6808
7549,Low (feat T-Pain),Flo Rida,0.8237,0.4499,0.5992,0.3709,0.4428,0.0000,0.3067,0.8404,0.3750
7550,Can't Help But Wait,Trey Songz,0.7112,0.8286,0.7722,0.0515,0.0001,0.7864,0.4062,0.4573,0.5066
7551,Me & U,Cassie,0.8804,0.8236,0.8351,0.3241,0.3805,0.0000,0.7713,0.8862,0.3744
7552,Knock You Down,Keri Hilson,0.7751,0.8727,0.7874,0.1265,0.0038,0.4835,0.2708,0.9157,0.4873
7553,You,Lloyd,0.6778,0.7685,0.7355,0.0597,0.0022,0.0000,0.1703,0.9583,0.7671
7554,Buy U a Drank (Shawty Snappin'),T-Pain,0.9129,0.6974,0.8755,0.2976,0.1456,0.0000,0.2832,0.6809,0.3877
7555,Smack That,Akon,0.8318,0.7745,0.8760,0.2497,0.1777,0.0007,0.0480,0.5559,0.3855
7556,Beautiful,Akon,0.9007,0.8166,0.8450,0.2625,0.4739,0.0000,0.1980,0.7896,0.3964
7557,I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,0.9372,0.7375,0.9287,0.0826,0.0924,0.0000,0.1621,0.6128,0.5528
7558,Down,Jay Sean,0.9321,0.8918,0.9013,0.2689,0.0314,0.0000,0.0739,0.3161,0.3933
7560,Whatcha Say,Jason Derulo,0.9463,0.7355,0.7955,0.2667,0.0311,0.0000,0.0986,0.7805,0.4183
7562,Only Girl (In The World),Rihanna,0.9331,0.8367,0.8621,0.2582,0.0407,0.0000,0.0711,0.5904,0.3928
7563,Confessions,Usher,0.8561,0.8848,0.8491,0.0807,0.0129,0.0000,0.1970,0.9187,0.4314
7564,Bottoms Up - feat. Nicki Minaj,Trey Songz,0.4853,0.5491,0.6993,0.3964,0.5723,0.0240,0.1191,0.5854,0.7469
7576,In My Mind,Dynoro,0.7275,0.8477,0.8399,0.3082,0.4869,0.0000,0.1632,0.9024,0.3762
7579,Fine China,Future,0.8541,0.7004,0.8802,0.2763,0.1275,0.0000,0.8872,0.6860,0.3923
7585,Kiss and Make Up,Dua Lipa,0.8045,0.9509,0.7431,0.3124,0.1245,0.0001,0.1252,0.3293,0.3920
7586,Drip Too Hard (Lil Baby & Gunna),Lil Baby,0.8156,0.7545,0.7952,0.1658,0.0470,0.0000,0.0765,0.8577,0.3723
7590,Moonlight,XXXTENTACION,0.8865,0.6583,0.8705,0.3815,0.2761,0.0000,0.1139,0.6717,0.3798
7599,Sweet but Psycho,Ava Max,0.8328,0.5451,0.7641,0.4729,0.2048,0.0000,0.0965,0.5732,0.3631
7602,This Feeling,The Chainsmokers,0.7791,0.6753,0.6305,0.0769,0.0007,0.0001,0.0815,0.8161,0.4205
7603,Woman Like Me (feat. Nicki Minaj),Little Mix,0.7386,0.4418,0.7598,0.3029,0.1516,0.0000,0.1826,0.7693,0.3344
7611,rockstar (feat. 21 Savage),Post Malone,0.7710,0.6833,0.6909,0.1743,0.1416,0.0000,0.3396,0.6819,0.4201
7613,High Hopes,Panic! At The Disco,0.7396,0.8377,0.8279,0.2986,0.3865,0.0000,0.3180,0.8811,0.3802
7616,Parado no Bailão,MC L da Vinte,0.7852,0.4509,0.7336,0.0603,0.2972,0.0000,0.1150,0.5681,0.3837
7617,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,0.8561,0.8196,0.8529,0.4091,0.0304,0.0000,0.1068,0.7591,0.3920
7618,True Colors (feat. Maya Avedis),XO Cupid,0.8116,0.7575,0.7622,0.3358,0.4799,0.0000,0.1560,0.6169,0.3633
7620,Sapequinha,Lexa,0.8511,0.5881,0.6968,0.0624,0.0073,0.0000,0.0892,0.8943,0.4622
7622,Buwan,juan karlos,0.8612,0.8186,0.7470,0.0961,0.1245,0.0014,0.3467,0.8526,0.4344
7623,Spooky Scary Skeletons - Remix,Dr Stiig,0.8774,0.6813,0.7975,0.0567,0.0839,0.0159,0.0332,0.9898,0.4519
7627,PPP,Kevin Roldan,0.8602,0.6573,0.7746,0.2179,0.0465,0.0000,0.1088,0.8780,0.4650
7631,Sou Favela,Ruanzinho,0.7771,0.8597,0.7903,0.0649,0.0132,0.0019,0.0275,0.9553,0.4431
7632,Don't You Give Up,Dansu,0.9129,0.5581,0.6826,0.1583,0.0215,0.0017,0.0197,0.8313,0.4848
7638,Bottled Up,Dinah Jane,0.9757,0.7425,0.7972,0.0961,0.0361,0.0010,0.2996,0.7053,0.4733
7639,Me Vas a Extrañar - En Vivo,Damas Gratis,0.8085,0.6743,0.7131,0.0472,0.0009,0.5045,0.0587,0.5447,0.4752
7640,Later Bitches,The Prince Karma,0.8247,0.7304,0.8202,0.1328,0.2600,0.0001,0.0325,0.7693,0.4901
7641,O Bebê,MC Kevinho,0.8582,0.6493,0.7478,0.0410,0.0280,0.0015,0.2606,0.9797,0.4946
7643,Ni Gucci Ni Prada,Kenny Man,0.7447,0.4799,0.5854,0.0718,0.0643,0.0005,0.0476,0.8801,0.4101
7644,Devagarinho,Luísa Sonza,0.7062,0.5821,0.6591,0.1211,0.0085,0.3450,0.0753,0.8364,0.4784
7647,Pra Me Refazer,Sandy,0.7325,0.7785,0.7537,0.2295,0.2560,0.0001,0.9415,0.8506,0.4295
7650,Narcissist,No Rome,0.8683,0.5691,0.6797,0.1881,0.0276,0.0580,0.2083,0.9705,0.4658
7652,Mary Jane (Radio Edit),Burry Soprano,0.7568,0.7004,0.7266,0.0540,0.0011,0.0439,0.1283,0.7927,0.4737
7654,Monster Mash,"Bobby ""Boris"" Pickett & The Crypt-Kickers",0.9230,0.4759,0.6924,0.0985,0.0279,0.0004,0.0955,0.6301,0.4721
7658,Bad,Lennon Stella,0.8278,0.7304,0.7753,0.0960,0.0103,0.0002,0.3324,0.8547,0.4693
7659,Forgive Me Friend,Smith & Thell,0.8247,0.7665,0.7708,0.0473,0.1355,0.0000,0.0772,0.7388,0.4433
7661,Só Pra Castigar,Wesley Safadão,0.8642,0.7605,0.8208,0.0884,0.4759,0.0011,0.0996,0.9157,0.4539
7662,Saudade Nível Hard,Yasmin Santos,0.6768,0.5410,0.7374,0.0774,0.1275,0.0000,0.2667,0.5325,0.4739
7664,Pretty Little Fears (feat. J. Cole),6LACK,0.7781,0.8617,0.6889,0.0938,0.1677,0.0001,0.4195,0.7917,0.4688
7667,Oui,Sivas,0.8906,0.5080,0.7495,0.0993,0.1054,0.0950,0.0360,0.9278,0.4639
7669,Bom Diggy,Zack Knight,0.7903,0.6192,0.8103,0.0742,0.3795,0.0000,0.2483,0.5976,0.6037
7672,Favela,Alok,0.7690,0.6563,0.8220,0.0722,0.1275,0.0000,0.0934,0.5996,0.5404
7675,Hoe Je Bent,Broederliefde,0.9848,0.5631,0.7877,0.1658,0.0053,0.0026,0.1027,0.2205,0.5364
7676,Spice,Michael Brun,0.7508,0.5621,0.8251,0.1753,0.1727,0.0000,0.0658,0.2967,0.7431
7677,I Will Find,Vintage Culture,0.8713,0.7104,0.8193,0.3029,0.1777,0.0000,0.0775,0.7764,0.5076
7679,Mafiosa (feat. Caroliina),Lartiste,0.8551,0.4859,0.7894,0.3911,0.2349,0.0000,0.0889,0.5010,0.5885
7682,Amore e Capoeira,Takagi & Ketra,0.4671,0.8106,0.7515,0.5080,0.1375,0.0000,0.3652,0.4299,0.5496
7684,Djadja,Aya Nakamura,0.8906,0.3877,0.7276,0.4973,0.0037,0.0000,0.0996,0.5427,0.6604
7686,D'estate non vale (feat. Ana Mena),Fred De Palma,0.7629,0.7114,0.7089,0.3889,0.0859,0.0000,0.0308,0.7825,0.5777
7687,Tror Du Att Han Bryr Sig,Benjamin Ingrosso,0.8389,0.6393,0.8266,0.1732,0.0087,0.0000,0.0561,0.4339,0.6440
7688,Ultimatum - Edit,Disclosure,0.9554,0.7775,0.8548,0.2125,0.0084,0.0000,0.2739,0.7226,0.5571
7689,TEST DRIVE,Joji,0.7396,0.8296,0.8589,0.2030,0.1375,0.0000,0.3683,0.5488,0.5609
7692,Toto (feat. RAF Camora),Noizy,0.7913,0.7054,0.8326,0.3858,0.2721,0.0000,0.3611,0.7378,0.3219
7693,Immigrant,Belly,0.6322,0.7635,0.8053,0.0537,0.0425,0.0038,0.1632,0.2652,0.3715
7694,Juice Remix,Ycee,0.8156,0.7375,0.7802,0.2667,0.3414,0.0000,0.9128,0.4939,0.3835
7696,Sisi Maria,Maleek Berry,0.8045,0.5090,0.7430,0.1169,0.0415,0.0084,0.2196,0.5955,0.3799
7697,Розовое вино,Allj,0.8754,0.6312,0.7857,0.1095,0.0243,0.0000,0.1837,0.3699,0.4542
7698,Baby,Yogi,0.5613,0.7655,0.8195,0.1945,0.0149,0.0000,0.3334,0.1352,0.3633
7700,IDOL,BTS,0.6282,0.7936,0.8735,0.4516,0.4287,0.0000,0.2155,0.8140,0.3406
7701,Mr La Di Da Di,Baker Boy,0.5056,0.8948,0.8644,0.2837,0.0388,0.0000,0.3980,0.2642,0.5772
7704,Your Lovin' (feat. MØ & Yxng Bane),Steel Banglez,0.6190,0.5711,0.7418,0.1775,0.0459,0.0000,0.1191,0.3557,0.4746
7705,No Brainer,DJ Khaled,0.5583,0.9279,0.9046,0.4570,0.0510,0.0000,0.0646,0.8526,0.7073
7706,Kankan,FouKi,0.5785,0.8096,0.7782,0.4580,0.1576,0.0000,0.3857,0.4126,0.4890
7708,Vamos (feat. Dr Zeus & Raja Kumari),Badal,0.6018,0.7856,0.7724,0.4899,0.3574,0.0000,0.1314,0.4329,0.7088
7709,LEG OVER,Mr Eazi,0.5431,0.5601,0.8203,0.2763,0.0381,0.0000,0.1057,0.2835,0.5774
7710,Calypso,Luis Fonsi,0.4681,0.9449,0.8879,0.3348,0.3133,0.0001,0.3652,0.6606,0.7112
7712,Maybe One Day (English version),RIRI,0.7558,0.9790,0.8288,0.1039,0.0557,0.0000,0.0155,0.6626,0.6351
7713,Leily Leily,Melissa,0.7153,0.8898,0.8090,0.2593,0.0113,0.0000,0.7149,0.6433,0.5814
7714,Nos Fuimos Lejos (feat. El Micha & RedOne) - Arabic Version,Descemer Bueno,0.7285,0.8557,0.8126,0.4145,0.3855,0.0000,0.0602,0.5122,0.5482
7715,Illegal Weapon,Garry Sandhu,0.6788,0.8958,0.9251,0.3709,0.3283,0.0000,0.2647,0.6321,0.4597
7718,Find a Way,A Tribe Called Quest,0.4205,0.6813,0.8590,0.2009,0.3865,0.0000,0.0924,0.3699,0.7094
7719,Loungin (Who Do Ya Luv),LL Cool J,0.7832,0.5080,0.7480,0.0593,0.3213,0.1023,0.0975,0.5041,0.5529
7720,So What,Field Mob,0.4255,0.8818,0.8175,0.4187,0.0058,0.0000,0.1396,0.5549,0.5965
7722,Still Not a Player (feat. Joe) - Radio Version,Big Pun,0.7031,0.6493,0.8201,0.3709,0.1034,0.0002,0.0996,0.5163,0.4081
7723,Let Me Blow Ya Mind,Eve,0.6879,0.8858,0.8628,0.4091,0.0910,0.0000,0.1632,0.7439,0.5795
7725,Dangerous,Kardinal Offishall,0.6383,0.6082,0.7805,0.2391,0.3394,0.0003,0.6708,0.4126,0.4125
7726,Back That Azz Up,Juvenile,0.5876,0.5791,0.7288,0.3061,0.1215,0.0000,0.2032,0.5061,0.6180
7727,Put On,Jeezy,0.7467,0.7074,0.6853,0.4761,0.5161,0.0000,0.3919,0.5701,0.4049
7728,Respiration,Black Star,0.8652,0.7034,0.7841,0.3029,0.0174,0.0000,0.1006,0.6921,0.3960
7729,No Matter What,T.I.,0.6555,0.7345,0.8097,0.1764,0.3062,0.0000,0.4247,0.5874,0.6032
7730,Nann Nigga,Trick Daddy,0.9443,0.7244,0.8891,0.3050,0.2299,0.0000,0.0625,0.7734,0.4086
7731,It Ain't My Fault,Silkk The Shocker,0.8369,0.7906,0.7735,0.2572,0.4649,0.0025,0.0518,0.7510,0.3426
7732,Go Hard,DJ Khaled,0.6971,0.7685,0.8325,0.2497,0.0268,0.0000,0.3180,0.5976,0.6061
7734,Da Art of Storytellin' (Pt. 1),OutKast,0.8551,0.7425,0.8169,0.2338,0.0058,0.0000,0.0583,0.8313,0.4003
7735,The Light,Common,0.5380,0.9158,0.8584,0.4527,0.3524,0.0000,0.4001,0.6941,0.3133
7736,Brand New - Dirty,Rhymefest,0.6596,0.9118,0.8719,0.1061,0.0033,0.0000,0.3703,0.5478,0.5778
7737,Definition,Black Star,0.7072,0.7324,0.8487,0.2827,0.0071,0.0006,0.3570,0.0700,0.7075
7738,Déjà Vu (Uptown Baby),Lord Tariq,0.7690,0.7825,0.7879,0.0787,0.0006,0.0000,0.3478,0.5152,0.5408
7739,Murdergram - Streets Is Watching/Soundtrack Version,Murder Inc.,0.6788,0.7886,0.7767,0.2912,0.0104,0.0000,0.4934,0.5305,0.3303
7740,X,Xzibit,0.6545,0.9329,0.8572,0.2933,0.0452,0.0000,0.2719,0.5264,0.7268
7741,My Life,The Game,0.7649,0.7385,0.7924,0.1615,0.1626,0.0000,0.1662,0.7561,0.6388
7742,Throw Some D's,Rich Boy,0.4853,0.6713,0.7594,0.4410,0.0507,0.0000,0.4585,0.2825,0.3683
7743,All N My Grill (feat. Big Boi),Missy Elliott,0.6292,0.7345,0.7757,0.2497,0.0027,0.0001,0.7272,0.6240,0.6129
7744,Stay Fly - Explicit Album Version,Three 6 Mafia,0.8247,0.4889,0.6950,0.3273,0.1175,0.0000,0.1683,0.6301,0.3925
7745,Ruff Ryders' Anthem,DMX,0.5502,0.8196,0.8331,0.0778,0.0186,0.0000,0.2011,0.3872,0.3489
7746,Grindin',Clipse,0.4144,0.7795,0.8304,0.2635,0.0478,0.0000,0.0975,0.2754,0.5785
7747,The Way I Am,Eminem,0.6626,0.9078,0.8680,0.3709,0.0273,0.0000,0.1396,0.5071,0.7016
7748,Pre-Game,Sauce Money,0.5947,0.6984,0.7390,0.1002,0.0153,0.0000,0.4421,0.1001,0.5528
7749,Money In The Bank - Remix feat. Young Buck,Lil Scrappy,0.8430,0.5851,0.8137,0.3996,0.0823,0.0000,0.3303,0.9319,0.3788
7750,Gimme Some More,Busta Rhymes,0.7690,0.6934,0.7368,0.3241,0.0298,0.0000,0.1201,0.7093,0.3828
7751,Magic Stick,Lil' Kim,0.7771,0.9339,0.7508,0.2104,0.0808,0.0001,0.0727,0.8110,0.3528
7752,Whoa!,Black Rob,0.8521,0.5781,0.7540,0.4527,0.0197,0.0000,0.1293,0.5681,0.3434
7753,Roc The Mic,Beanie Sigel,0.7791,0.3637,0.6054,0.4410,0.1586,0.0131,0.4031,0.2449,0.3973
7754,Welcome to Atlanta,Jermaine Dupri,0.8683,0.6723,0.8137,0.1700,0.0652,0.0000,0.3529,0.6819,0.3581
7755,Wait (The Whisper Song),Ying Yang Twins,0.9260,0.6152,0.7389,0.3018,0.0382,0.0002,0.0762,0.8384,0.3973
7756,Hate It Or Love It,The Game,0.8207,0.5000,0.6677,0.2816,0.0012,0.0000,0.1057,0.3415,0.3716
7757,Where I Wanna Be,Shade Sheist,0.6657,0.7054,0.8271,0.0323,0.0623,0.0000,0.0965,0.4339,0.4085
7758,Still Tippin' (feat. Slim Thug and Paul Wall),Mike Jones,0.6555,0.8517,0.8309,0.0854,0.0240,0.0230,0.1150,0.3984,0.4953
7759,"So Fresh, So Clean",OutKast,0.5785,0.7345,0.7402,0.1007,0.0031,0.3460,0.1037,0.5955,0.4560
7760,Cake,Lloyd Banks,0.3779,0.9068,0.7934,0.0949,0.1265,0.0012,0.1355,0.4959,0.4540
7761,I Think They Like Me - Remix,Dem Franchize Boyz,0.3972,0.8497,0.8473,0.0382,0.0021,0.0001,0.0758,0.3222,0.7061
7762,Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,0.7173,0.5390,0.7060,0.0687,0.5492,0.0175,0.0759,0.1657,0.4002
7763,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",Boosie Badazz,0.6190,0.9479,0.9226,0.0593,0.0283,0.0000,0.2996,0.5732,0.4372
7765,Slow Jamz (feat. Kanye West & Jamie Foxx),Twista,0.5076,0.7765,0.8845,0.0472,0.0140,0.0000,0.1806,0.5793,0.7016
7774,California Dreamin',The Mamas & The Papas,0.4975,0.3767,0.6847,0.0306,0.3444,0.1876,0.0549,0.0529,0.5608
7780,Into The Mystic,Van Morrison,0.3354,0.9138,0.8881,0.0390,0.0000,0.0226,0.1232,0.8313,0.8577
7782,Come Pick Me Up,Ryan Adams,0.5542,0.6352,0.8227,0.1456,0.0127,0.0000,0.0488,0.5335,0.4691
7786,I Feel the Earth Move,Carole King,0.6788,0.8296,0.7823,0.0454,0.0193,0.0002,0.0801,0.3547,0.5159
7787,Walking Back To Georgia,Jim Croce,0.8359,0.6904,0.8062,0.0691,0.0034,0.0028,0.3652,0.5986,0.4560
7789,Constant Craving - Remastered,k.d. lang,0.6069,0.5330,0.6130,0.0502,0.4769,0.0015,0.2298,0.6169,0.5046
7792,Sweet Revenge,John Prine,0.2958,0.8717,0.8358,0.1647,0.0007,0.0001,0.1724,0.6382,0.4957
7794,Sunshine Superman,Donovan,0.5856,0.9770,0.8605,0.0542,0.2299,0.8074,0.3703,0.9807,0.6527
7796,Traveling Alone,Tift Merritt,0.7001,0.7395,0.8256,0.0320,0.1165,0.0000,0.1488,0.5000,0.4747
7797,Lungs,Townes Van Zandt,0.9838,0.3998,0.7834,0.0518,0.0836,0.0007,0.0996,0.6626,0.4950
7798,Queen Bee,Taj Mahal,0.6201,0.6954,0.8116,0.1520,0.2540,0.0000,0.0934,0.4106,0.4790
7799,Big Yellow Taxi,Joni Mitchell,0.4265,0.8317,0.8336,0.1137,0.0284,0.0000,0.4647,0.4959,0.5531
7800,Wagon Wheel,Old Crow Medicine Show,0.6332,0.9459,0.8555,0.0693,0.0022,0.0008,0.0685,0.8598,0.5777
7801,Car Wheels On A Gravel Road,Lucinda Williams,0.5957,0.7886,0.8405,0.0354,0.0004,0.0000,0.1191,0.3994,0.4918
7803,1952 Vincent Black Lightning,Richard Thompson,0.7092,0.8096,0.8109,0.0343,0.2841,0.0000,0.1016,0.9776,0.3978
7806,I'm The Only One,Melissa Etheridge,0.4782,0.8818,0.8306,0.0557,0.0880,0.0000,0.0604,0.5102,0.7381
7807,Sandusky,Uncle Tupelo,0.7305,0.8226,0.8407,0.0416,0.0113,0.0001,0.0809,0.5447,0.5778
7808,Crossroads - Remastered Version,Ry Cooder,0.7335,0.6573,0.8048,0.0312,0.0848,0.6550,0.2524,0.8435,0.5118
7810,The Swimming Song,Loudon Wainwright III,0.6140,0.7585,0.8189,0.0287,0.0003,0.1103,0.1355,0.4421,0.4789
